,state,feature_id,dam_name,stream_name,watershed_huc2,region,latitude,longitude,StrOrder,TotDA.SqKm,AvgAnnualQ.CS,dam_length_m,Removal_year,Built_year,DamPurpose,DamMaterial,DamMaterialCat,dam_height_m,HtCategory,number_removed_project,project_identifier,multi_dam_flag,DR_Cost,RemovalReason,SedimentManagement,ContaminatedSediment,MitigationDrivers,PostRemovalDrivers,TOTAL_DRIVERS,SD_score,MD_score,PR_score,Tot_Drivers,CostEst_StAdj
411,OR,65ff0b99-3376-45fd-83a7-a15bab6763e3,C-2 Meyers 1,Salt Creek (Little Butte Creek),Pacific Northwest Region,Northwest,42.451,-122.628,3,44.6292,0.507749384,NA,2018,NA,water supply,"concrete, masonry",3,0.9,less than 5,1,NA,0,263122,Restoration,NA,NA,NA,NA,0,0,0,0,0,260685.6852
412,OR,1814bae8-5d2f-4db2-9874-1c6fe7214aae,Sodom Dam,Calapooia River,Pacific Northwest Region,Northwest,44.4098,-123.0447,NA,NA,NA,NA,2011,1890,power,concrete,3,3.4,less than 5,1,NA,0,1312877,Restoration,NA,NA,"CofferDam,WaterSupply",NA,2,0,2,0,2,1300720.731
413,OR,e2b183cb-7b87-43b5-91b6-409f25466305,Savage Rapids Dam,Rogue River,Pacific Northwest Region,Northwest,42.421,-123.2296,5,6289.9092,105.8466751,NA,2009,1921,water supply,concrete,3,11.9,greater than 10,1,NA,0,50801777,Restoration,ChannelExcavation,0,"CofferDam,PumpingPlant,Other",NA,5,1,3,0,4,50331390.18
414,OR,d4aadca1-54d3-4419-9250-33cc9197025d,Gold Ray Dam,Rogue River,Pacific Northwest Region,Northwest,42.4369,-122.9843,5,5309.6913,94.63396822,NA,2010,1904,power,concrete,3,11.6,greater than 10,1,NA,0,7798692,NA,NA,NA,CofferDam,"ReshapeTopography,Public.Interpr.Facility",3,0,1,2,3,7726481.889
415,OR,a0c10cce-e432-46e8-ada5-6575e5ff1c7d,Hoeft Dam,Birch Creek,Pacific Northwest Region,Northwest,45.50523,-118.82,5,618.768,3.581713026,NA,2014,NA,water supply,concrete,3,1.5,less than 5,1,NA,0,68468,Restoration,NA,NA,NA,NA,0,0,0,0,0,67834.03704
416,OR,3cfa95e9-0939-4598-a40e-9acfa349e5d5,Tokay Canal Dam ,Jones Creek,Pacific Northwest Region,Northwest,42.4431,-123.286,2,18.9558,0.252529642,NA,2013,NA,water supply,concrete,3,2.4,less than 5,1,NA,0,192141,Restoration,NA,NA,"RiverHabFeature,WaterSupply",Revegetation,3,0,2,1,3,190361.9167
417,OR,53dcb7c3-e651-4f29-b606-e24791bfaab1,Stearns Dam,Crooked River,Pacific Northwest Region,Northwest,44.20394,-120.875,6,6566.3028,9.270227787,43,2013,1934,water supply,concrete,3,1.8,less than 5,1,NA,0,632681,Restoration,NA,NA,Roads,Revegetation,2,0,1,1,2,626822.8426
418,OR,b50a7723-3699-429f-8a03-3a8008cbdab9,Lower Bridgepoint Dam,"Williams Creek, Tributary To The Applegate River, Tributary To The Rogue River",Pacific Northwest Region,Northwest,42.287164,-123.237821,4,214.3557,4.858887777,4,2020,1890,water supply,"earth, masonry",2,1.2,less than 5,1,NA,0,520000,Restoration,NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,515185.1852
419,OR,b2340075-4e16-4cd6-9aac-b995f7d779bb,Cox Creek Dam ,Cox Creek,Pacific Northwest Region,Northwest,44.64355,-123.072,2,32.1408,0.609208646,26.3,2013,1932,unknown,concrete,3,1.8,less than 5,1,NA,0,291023,Restoration,NA,NA,NA,Revegetation,1,0,0,1,1,288328.3426
420,OR,b0448ca5-bc6f-4f45-b633-342fa4d2d40e,Sandy River Delta Dam ,Sandy River,Pacific Northwest Region,Northwest,45.55352,-122.378,1,1.6551,0.030780413,NA,2013,1930,recreation and resource management,"masonry, wood",2,2.4,less than 5,1,NA,0,932803,Restoration,NA,NA,NA,NA,0,0,0,0,0,924165.9352
421,OR,e8906cca-5347-4525-9cad-21ad2fbbcea9,Alphonso Dam,Evans Creek,Pacific Northwest Region,Northwest,42.59494,-122.975,3,112.7907,1.581326004,NA,1999,1890,water supply,concrete,3,3,less than 5,1,NA,0,109719,Restoration,ErosionControl,0,NA,Revegetation,3,1,0,1,2,108703.0833
422,OR,c146fe63-0084-4b4d-bad9-ab92afa56591,South Fork Klaskanine Dam,South Fork Klaskanine River,Pacific Northwest Region,Northwest,46.05169,-123.726,2,48.5208,4.470692121,NA,2007,1980,recreation and resource management,unknown,,3.7,less than 5,1,NA,0,415466,Restoration,NA,NA,WaterSupply,NA,1,0,1,0,1,411619.0926
423,OR,a7b7e9bc-e001-4c0a-8612-68a4f8ba09c8,Chiloquin Dam,Sprague River,California Region,Northwest,42.5629,-121.8619,6,4167.6471,21.58072217,NA,2008,1914,water supply,concrete,3,3.4,less than 5,1,NA,0,23407982,Restoration,NA,NA,"CofferDam,PumpingPlant",NA,2,0,2,0,2,23191241.43
424,OR,ef8ba2fe-a6d1-44c1-9713-dcdcf5a34a75,Zell Dam,Walla Walla,Pacific Northwest Region,Northwest,45.90259,-118.358,4,348.2937,6.743515529,NA,2013,NA,water supply,masonry,3,0.9,less than 5,1,NA,0,349801,Restoration,NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,346562.1019
425,OR,14da18a0-db9e-49b0-ab87-d99fbd876b19,South Fork Necanicum Diversion Dam,South Fork Necanicum,Pacific Northwest Region,Northwest,45.5336,-123.5,NA,NA,NA,NA,2012,NA,water supply,concrete,3,2.4,less than 5,1,NA,0,873431,Restoration,NA,NA,NA,NA,0,0,0,0,0,865343.6759
426,OR,680233de-78d1-4ab1-a83e-2a60adcbda5b,Gold Hill Dam,Rogue River,Pacific Northwest Region,Northwest,42.4591,-123.021,5,5380.2054,95.08007183,NA,2008,1931,power,concrete,3,2.7,less than 5,1,NA,0,1560532,Restoration,NA,NA,CofferDam,NA,1,0,1,0,1,1546082.63
427,PA,11f1319c-8fc6-445c-b91c-3202ae30a9d1,Ben's Creek Intake Dam,Ben's Creek,Ohio Region,Northeast,40.3955,-78.614,2,14.3685,0.269434799,NA,2005,NA,power,concrete,3,1.8,less than 5,1,NA,0,80547,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,80547
428,PA,137d1b2d-1f9f-4910-9f5e-f5932254ad9b,Muren's Dam,South Branch Codorus Creek,Mid Atlantic Region,Northeast,39.82928,-76.7619,3,115.0353,1.504021012,NA,2000,NA,unknown,masonry,3,3.7,less than 5,1,NA,0,48511,Safety,NA,NA,NA,NA,0,0,0,0,0,48511
429,PA,410c9d63-cf27-4bc0-abbc-b9c907e0a0db,Patton Dam,Chest Creek,Mid Atlantic Region,Northeast,40.6295,-78.6478,3,101.7792,1.816865537,22.5,2019,NA,water supply,"concrete, masonry",3,3.7,less than 5,1,NA,0,80827,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,80827
430,PA,ddd5c9dc-ce2f-4406-a6d6-553323d0153b,Detter's Mill Dam,Conewago Creek,Mid Atlantic Region,Northeast,40.01407,-76.9263,5,971.7156,12.32383162,61,2004,NA,power,masonry,3,2.1,less than 5,1,NA,0,125767,"Safety,Restoration",NA,NA,NA,Revegetation,1,0,0,1,1,125767
431,PA,d4f4a974-9bbf-4a54-a511-0d7dc302f198,Mill Port Conservancy Dam,Lititz Run,Mid Atlantic Region,Northeast,40.13756,-76.2583,2,38.7801,0.50454958,NA,1998,NA,unknown,masonry,3,3,less than 5,2,LR001,0,21838,Restoration,NA,NA,NA,NA,0,0,0,0,0,21838
432,PA,c373e09a-0b1c-4006-8ad4-187abecc665f,Gorson Dam,Tributary To The Delaware River,Mid Atlantic Region,Northeast,41.1808,-74.9346,1,2.6019,0.046864382,9,2017,1918,recreation and resource management,earth,1,3.4,less than 5,1,NA,0,27458,Restoration,NA,NA,NA,NA,0,0,0,0,0,27458
433,PA,d6d224f0-39a8-46a4-bc4e-ee55f1775a43,Main Street Dam,Wolf Creek,Ohio Region,Northeast,41.15507,-80.0852,4,156.5181,2.298733323,37.5,2005,NA,unknown,"cement, concrete",3,3.7,less than 5,1,NA,0,46425,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,46425
434,PA,cda4b29b-427e-4085-ad89-c91fda7efb93,Barnitz Mill Dam,Yellow Breeches Creek,Mid Atlantic Region,Northeast,40.12338,-77.2213,3,156.3012,2.187363163,NA,2000,NA,unknown,concrete,3,1.5,less than 5,1,NA,0,58213,"Safety,Economic",NA,NA,NA,NA,0,0,0,0,0,58213
435,PA,ca465ff9-9ff1-4791-918c-99e61522557a,American Paper Products Dam,Conestoga River,Mid Atlantic Region,Northeast,40.07913,-76.2596,5,812.9214,11.56253318,54.3,1998,NA,power,masonry,3,1.2,less than 5,1,NA,0,122294,Restoration,ErosionControl,NA,BankProtection,NA,2,1,1,0,2,122294
436,PA,a972ce82-c704-4957-bb94-9e182ea07a6d,Sharpless Dam,Ridley Creek,Mid Atlantic Region,Northeast,39.87207,-75.3723,3,91.4607,1.35413994,28,2005,1855,water supply,concrete,3,3.7,less than 5,1,NA,0,77375,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,77375
437,PA,5d73f6f6-5d67-4fb9-9e03-1dae69dc9148,West Leechburg Dam,West Branch Penn Run,Ohio Region,Northeast,40.64065,-79.6178,1,3.168,0.037208337,NA,2010,NA,water supply,earth,1,13.7,greater than 10,1,NA,0,826957,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,826957
438,PA,fcb0e285-981b-4934-84c9-cb503b8363a7,Scotland Pond Dams,Conococheague Creek,Mid Atlantic Region,Northeast,39.9717,-77.5875,4,184.7943,2.805434983,52.3,2019,NA,recreation and resource management,unknown,,1.4,less than 5,1,NA,0,265792,Safety,NA,NA,NA,NA,0,0,0,0,0,265792
439,PA,a1fa9207-0750-450f-ad48-3f08a401e859,Spring Creek Inc. Dam,Fourmile Creek,Great Lakes Region,Northeast,42.13385,-80.005,1,30.605,0.512818099,12,2007,NA,other,concrete,3,0.6,less than 5,2,FMC001,1,5935,Restoration,NA,NA,NA,NA,0,0,0,0,0,5935
440,PA,d034da2b-b065-4cce-8405-a7652a925a3c,Fairless Murray Dam,Slippery Rock Creek,Ohio Region,Northeast,40.88504,-80.2307,5,1040.4432,14.36060579,59,2010,NA,unknown,concrete,3,1.8,less than 5,1,NA,0,63924,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,63924
441,PA,961ebe0b-4dcd-45ab-9b86-cca46d505db3,Franklin Mills Dam,Middle Creek,Mid Atlantic Region,Northeast,40.7844,-77.0463,4,333.3195,5.547949932,NA,2000,NA,unknown,concrete,3,1.2,less than 5,1,NA,0,27166,Safety,NA,NA,NA,NA,0,0,0,0,0,27166
442,PA,b631abe4-6a42-4614-a8d3-81242807b364,Bear Run Lower Dam,Bear Run,Ohio Region,Northeast,39.89916,-79.4582,1,8.8407,0.176753759,NA,2008,NA,other,masonry,3,2.7,less than 5,2,BRC001,0,5852,Restoration,NA,NA,NA,NA,0,0,0,0,0,5852
443,PA,0bd9486b-ef41-40e3-b823-4ec600ba37ca,Behrend Capped Waterfall Dam,Fourmile Creek,Great Lakes Region,Northeast,42.12345,-79.9969,1,26.724,0.457883416,NA,2007,NA,unknown,concrete,3,0.8,less than 5,2,FMC001,0,7914,Restoration,NA,NA,NA,NA,0,0,0,0,0,7914
444,PA,d14f8c0b-be4a-4313-bb75-819ccf5fa85b,Frankford Dam,Pennypack Creek,Mid Atlantic Region,Northeast,40.04481,-75.0204,3,145.1853,2.21720912,NA,2006,NA,unknown,unknown,,3.8,less than 5,2,PC001,0,98962,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,98962
445,PA,75ce5888-ff8f-42de-9bf2-0ddd8a557cd2,Siloam Dam,Conococheague Creek,Mid Atlantic Region,Northeast,39.96133,-77.648,4,242.0964,3.538076765,63.5,2005,NA,unknown,concrete,3,NA,less than 5,2,CC002,0,157303,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,157303
446,PA,63a6babd-94fa-48c0-b954-8bf5da335860,Robin Hood Bridge Dam,Little Lehigh Creek,Mid Atlantic Region,Northeast,40.58239,-75.4833,3,213.2082,3.521086657,23.5,2013,NA,unknown,"concrete, masonry",3,0.8,less than 5,6,JC001,1,73098,Restoration,NA,NA,NA,NA,0,0,0,0,0,73098
447,PA,3c7287a1-6bce-46a8-8eae-6db11f094688,Wildcat Run Dam,Wildcat Run,Mid Atlantic Region,Northeast,40.0479,-76.6022,1,2.5551,0.031828136,NA,2017,NA,unknown,unknown,,4.3,less than 5,1,NA,0,27458,NA,NA,NA,NA,NA,0,0,0,0,0,27458
448,PA,06d59e73-9f94-4161-8e60-3d07eb189592,Williamsburg Station Dam,Juniata River,Mid Atlantic Region,Northeast,40.4714,-78.208,5,754.7058,10.19480116,NA,1996,1922,"power, water supply",concrete,3,4.6,less than 5,1,NA,0,319328,Restoration,NA,NA,NA,NA,0,0,0,0,0,319328
449,PA,5b2ac338-d4c9-4d47-87c2-f72c7d3e3a0f,Durham Dam,Cooks Creek,Mid Atlantic Region,Northeast,40.58037,-75.2,2,76.6197,1.36402252,15.7,2004,NA,unknown,concrete,3,3,less than 5,1,NA,0,82200,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,82200
450,PA,8e8b3d96-5a4e-4d00-9000-225b5b656676,Saucon Park Dam,Saucon Creek,Mid Atlantic Region,Northeast,40.60123,-75.3455,3,123.2253,2.041219916,22,2009,NA,water supply,concrete,3,1.4,less than 5,1,NA,0,162826,Restoration,NA,NA,NA,NA,0,0,0,0,0,162826
451,PA,d9c7da18-b079-47dd-85a5-d5c9a949dfb3,Amish Dam #6,Muddy Creek,Mid Atlantic Region,Northeast,40.17855,-76.0702,3,79.3386,1.174384596,NA,2001,NA,water supply,unknown,,NA,less than 5,4,MC001,1,11730,NA,NA,NA,NA,NA,0,0,0,0,0,11730
452,PA,d1c2c516-da62-466a-8fd0-b144609dd1b9,Trout Hatchery Dam,Little Lehigh Creek,Mid Atlantic Region,Northeast,40.56245,-75.5119,3,213.2082,3.521086657,29,2013,NA,unknown,concrete,3,0.9,less than 5,6,JC001,1,82235,Restoration,NA,NA,NA,NA,0,0,0,0,0,82235
453,PA,35f5ecaf-859c-406c-9704-4371ea34fe7a,Cabin Hill Dam,Spring Creek,Mid Atlantic Region,Northeast,40.93975,-77.7883,4,378.0018,4.849458267,NA,1998,NA,unknown,concrete,3,4.6,less than 5,1,NA,0,203823,NA,NA,NA,NA,NA,0,0,0,0,0,203823
454,PA,37e244c2-750f-4727-99ca-79d4c30151cf,Lower Trout Run Dam,Trout Run,Mid Atlantic Region,Northeast,40.8084,-78.2613,2,24.2604,0.380946543,NA,2019,NA,water supply,unknown,,2.6,less than 5,3,TR001,0,91987,Economic,NA,NA,NA,NA,0,0,0,0,0,91987
455,PA,f4f0f0ba-4591-4ef5-b0ac-368fa3e7de94,Smucker Dam,Groff Run,Mid Atlantic Region,Northeast,40.07162,-76.0864,1,6.8517,0.096418864,NA,2010,NA,power,concrete,3,1.1,less than 5,1,NA,0,13026,Restoration,NA,NA,NA,NA,0,0,0,0,0,13026
456,PA,4f23594b-40bf-44dd-abb0-09bfee51f6d9,Dayton Dam,Sixmile Creek,Mid Atlantic Region,Northeast,40.86167,-78.1161,2,15.3162,0.255191425,NA,2010,NA,water supply,concrete,3,1.8,less than 5,1,NA,0,56253,Restoration,NA,NA,NA,NA,0,0,0,0,0,56253
457,PA,07e3f4f3-f449-4c66-862c-846906e04305,Snavely's Mill Dam,Fishing Creek,Mid Atlantic Region,Northeast,41.0175,-77.5258,4,320.7636,5.537529332,NA,1997,1850,power,concrete,3,0.6,less than 5,1,NA,0,20798,NA,NA,NA,NA,NA,0,0,0,0,0,20798
458,PA,b535fe1f-4687-4811-b6e1-252a3fcdf687,Kohut Pond Dam,Hess Run,Ohio Region,Northeast,40.26713,-79.1289,1,1.5885,0.033838632,169,2005,NA,water supply,earth,1,3.7,less than 5,1,NA,0,68090,Safety,NA,NA,NA,NA,0,0,0,0,0,68090
459,PA,9486ef6e-581c-4b1b-862b-69f333a1e211,Solomons Creek Dam,Solomons Creek,Mid Atlantic Region,Northeast,41.208156,-75.900228,2,21.2211,0.385392288,12.5,2017,NA,unknown,masonry,3,1.8,less than 5,1,NA,0,27458,Restoration,NA,NA,NA,NA,0,0,0,0,0,27458
460,PA,e5fdfbef-d043-4c73-83a1-f87d30bfbe6b,Millbrook Farms Dam,Little Lehigh Creek,Mid Atlantic Region,Northeast,40.539,-75.5322,3,177.2883,2.943989315,12.5,2017,1831,power,masonry,3,1.4,less than 5,1,NA,0,27458,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,27458
461,PA,d3641956-884d-47c7-81ab-16491973a09d,"Westinghouse Dam, Trafford Dam",Turtle Creek,Mid Atlantic Region,Northeast,40.37,-76.6142,2,25.1811,0.353252666,NA,2012,1900,water supply,concrete,3,1.8,less than 5,1,NA,0,241110,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,241110
462,PA,5404d08d-b5c8-477b-81e4-ece0bfb17956,Big Run Park Dam,Big Run,Mid Atlantic Region,Northeast,41.04446,-78.2195,1,3.6234,0.053179039,NA,2013,NA,recreation and resource management,masonry,3,0.6,less than 5,1,NA,0,23320,Restoration,NA,NA,NA,NA,0,0,0,0,0,23320
463,PA,345c00f0-c0cb-48ab-b659-373b67cb132f,Atlas Dam,Hokendauqua Creek,Mid Atlantic Region,Northeast,40.68819,-75.4833,3,104.7663,1.867665961,183.7,2014,1869,water supply,concrete,3,3.7,less than 5,1,NA,0,481909,"Safety,Restoration",Sed removal,NA,Other,Revegetation,3,1,1,1,3,481909
464,PA,8eb45bb4-e7b3-4aad-bbb7-d98b4fcb7559,Middle Trout Run Dam,Trout Run,Mid Atlantic Region,Northeast,40.8047,-78.2669,1,7.2594,0.119638679,18,2019,NA,water supply,unknown,,0.8,less than 5,3,TR001,0,91886,Restoration,NA,NA,NA,NA,0,0,0,0,0,91886
465,PA,3a3b3307-de80-4316-bb5d-1ab576b20607,Bear Rock Run Dam 2,Bear Rock Run,Ohio Region,Northeast,40.41235,-78.5846,1,6.0183,0.118024618,163,2007,1904,water supply,earth,1,9.1,between 5 and 10,2,BRR001,1,242355,Safety,NA,NA,NA,NA,0,0,0,0,0,242355
466,PA,44242c86-4671-4f28-b102-6190756130e1,Young's Dam,Lititz Run,Mid Atlantic Region,Northeast,40.14663,-76.278,2,38.7801,0.50454958,NA,2002,NA,unknown,unknown,,0.9,less than 5,1,NA,0,18228,NA,NA,NA,NA,NA,0,0,0,0,0,18228
467,PA,a64a9ecb-60d3-490d-93e9-00310a7efd08,Collegeville Dam,Perkiomen Creek,Mid Atlantic Region,Northeast,40.19111,-75.4493,4,756.7956,11.83899056,66.7,2003,1708,unknown,masonry,3,1.8,less than 5,1,NA,0,79977,Safety,NA,NA,NA,NA,0,0,0,0,0,79977
468,PA,44a8784d-7fc6-43b3-ba2f-1a11834b49cd,Bear Run Upper Dam,Bear Run,Ohio Region,Northeast,39.89914,-79.4587,2,12.4704,0.244119538,NA,2008,NA,other,masonry,3,1.5,less than 5,2,BRC001,1,3251,Restoration,NA,NA,NA,NA,0,0,0,0,0,3251
469,PA,8a16c672-1830-4141-904c-5861914aed28,Colonial Industrial Quarter Dam,Monocacy Creek,Mid Atlantic Region,Northeast,40.62167,-75.3837,3,127.6074,2.039152786,28,2013,NA,unknown,"concrete, masonry",3,1.8,less than 5,1,NA,0,137122,Restoration,NA,NA,NA,NA,0,0,0,0,0,137122
470,PA,78792f50-d471-474f-824b-c8e5c470a08e,Camp Michaux Lower Dam,Toms Run,Mid Atlantic Region,Northeast,40.0366,-77.3416,1,10.2843,0.166248209,NA,2017,1928,recreation and resource management,unknown,,1.4,less than 5,1,NA,0,106537,Restoration,NA,NA,RiverHabFeature,NA,1,0,1,0,1,106537
471,PA,a2973f8f-3a9e-4799-befe-e0368b8b7792,Dunbar 2 Dam,Dunbar Creek,Ohio Region,Northeast,39.949,-79.5786,3,52.4601,1.13527903,NA,2017,NA,water supply,"concrete, masonry",3,3.7,less than 5,2,DC002,0,120815,Restoration,NA,NA,NA,NA,0,0,0,0,0,120815
472,PA,47347172-a755-4217-8e07-ea82c6069ba2,Dunbar 3 Dam,Dunbar Creek,Ohio Region,Northeast,39.9472,-79.5791,3,52.4601,1.13527903,NA,2017,NA,water supply,concrete,3,3.7,less than 5,2,DC002,1,120815,Restoration,NA,NA,NA,NA,0,0,0,0,0,120815
473,PA,bb195e3b-cc47-48cf-9949-b19fb817f400,Mt Joy Waterworks Dam,Little Chiques Creek,Mid Atlantic Region,Northeast,40.1202,-76.5003,3,115.2486,1.449765933,26.5,2019,NA,unknown,concrete,3,1.2,less than 5,1,NA,0,30310,Safety,ErosionControl,NA,NA,NA,1,1,0,0,1,30310
474,PA,2350a52c-8104-40bb-843e-5b1cac5f4bb5,Wild Lands Conservancy Dam,Little Lehigh Creek,Mid Atlantic Region,Northeast,40.54164,-75.5113,3,196.8039,3.265187311,NA,2000,NA,unknown,unknown,,1.5,less than 5,1,NA,0,9702,Restoration,NA,NA,NA,NA,0,0,0,0,0,9702
475,PA,66396ccb-4c2e-4a7e-8637-a7df4b38d67b,Lloydell Reservoir Dam,South Fork Little Conemaugh River,Ohio Region,Northeast,40.30853,-78.6852,2,35.2674,0.603063891,NA,2005,NA,water supply,concrete,3,1.5,less than 5,1,NA,0,50247,"Safety,Restoration,Economic",NA,NA,NA,NA,0,0,0,0,0,50247
476,PA,0bca6012-89b5-43aa-9bf1-2e98554ce738,Route 22 Dam,Jordan Creek,Mid Atlantic Region,Northeast,40.6246,-75.4882,3,213.2199,3.729555285,19,2013,NA,unknown,concrete,3,0.9,less than 5,6,JC001,1,82235,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,82235
477,PA,950b468f-4e60-4b51-aab5-ea2f885f8f9d,Trough Creek Dam,Great Trough Creek,Mid Atlantic Region,Northeast,40.33222,-78.1248,4,218.3859,2.880587895,31.5,2013,NA,recreation and resource management,"concrete, masonry",3,2.4,less than 5,1,NA,0,43142,Restoration,NA,NA,NA,NA,0,0,0,0,0,43142
478,PA,89350877-5074-4abc-ab6a-a5d9e6edb7ea,Bigby Dam,Bigby Run,Ohio Region,Northeast,39.8593,-79.0747,2,11.0826,0.178792572,72.7,2011,1931,water supply,earth,1,7.6,between 5 and 10,1,NA,0,284968,Restoration,NA,NA,NA,NA,0,0,0,0,0,284968
479,PA,c1a0f722-004e-492c-81a5-33b51ad4e2a9,Gunter Valley Dam,Trout Run,Mid Atlantic Region,Northeast,40.1376,-77.6722,1,16.5645,0.239617159,183.5,2019,1961,water supply,"concrete, earth",2,25.3,greater than 10,1,NA,0,9053546,"Safety,Restoration",NA,NA,NA,StrucRemovalSafety,1,0,0,1,1,9053546
480,PA,9239bc73-3bda-4686-931f-2183609e2290,Birch Run Dam,Birch Run,Mid Atlantic Region,Northeast,39.918677,-77.454456,2,36.774,0.64752134,NA,2005,1933,water supply,earth,1,19.5,greater than 10,1,NA,0,2089116,Safety,NA,NA,NA,NA,0,0,0,0,0,2089116
481,PA,d58d93e7-0aeb-405a-aae5-435832bed945,Helfrich Springs Dam,Jordan Creek,Mid Atlantic Region,Northeast,40.6276,-75.489,3,213.2199,3.729555285,31,2013,NA,unknown,concrete,3,0.9,less than 5,6,JC001,0,82235,Restoration,NA,NA,NA,NA,0,0,0,0,0,82235
482,PA,b811a167-073c-41e4-9114-42bab1d0f0ec,Irving Mill Dam,Ridley Creek,Mid Atlantic Region,Northeast,39.8733,-75.3584,3,97.911,1.43416335,31.5,2004,NA,unknown,masonry,3,3.7,less than 5,1,NA,0,366586,Restoration,NA,NA,BankProtection,"Revegetation,Stability.Structures",3,0,1,2,3,366586
483,PA,1d9638d2-650f-4cb8-88d6-18c135dc035b,Hellberg's Dam,Conestoga River,Mid Atlantic Region,Northeast,40.1295,-76.1971,4,321.9831,4.701474424,NA,1999,NA,unknown,unknown,,NA,less than 5,1,NA,0,89770,NA,NA,NA,NA,NA,0,0,0,0,0,89770
484,PA,6802c440-d968-44fa-a5b3-bcfa32d95b00,Iron Stone Mine Dam,Swatara Creek,Mid Atlantic Region,Northeast,40.20613,-76.7145,5,1449.738,22.02376756,124,2006,NA,unknown,unknown,,1.2,less than 5,1,NA,0,128451,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,128451
485,PA,2b38720e-0f2c-43de-b22d-f27ec098a783,James Ford's Dam,Pequea Creek,Mid Atlantic Region,Northeast,40.01275,-76.1289,3,162.36,2.403250805,22,2006,NA,power,"masonry, wood",2,1.5,less than 5,1,NA,0,66615,Restoration,NA,NA,NA,NA,0,0,0,0,0,66615
486,PA,ca83a35b-e63b-4bbb-b531-bd7e0ad941bf,Pumping Station Dam,Dunkard Creek,Ohio Region,Northeast,39.72804,-80.2526,4,200.5254,2.819480139,NA,2010,1912,water supply,concrete,3,4.9,less than 5,1,NA,0,140632,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,140632
487,PA,6f6fab73-8cde-4f29-9c86-7b03cda83a56,Jordan Park Dam,Jordan Creek,Mid Atlantic Region,Northeast,40.61956,-75.4765,3,213.2199,3.729555285,29,2013,NA,unknown,concrete,3,1.1,less than 5,6,JC001,1,100510,Restoration,NA,NA,NA,NA,0,0,0,0,0,100510
488,PA,305b9514-98be-4801-a763-f65fc5477d8e,Meisers Mill Dam,West Branch Mahantango Creek,Mid Atlantic Region,Northeast,40.64817,-76.359,1,3.4461,0.06592162,NA,2001,NA,unknown,unknown,,1.5,less than 5,1,NA,0,9384,Safety,NA,NA,NA,NA,0,0,0,0,0,9384
489,PA,1bc419c9-e163-4798-a521-b9f7fc04c1a6,Green Lane Dam,Yellow Breeches Creek,Mid Atlantic Region,Northeast,40.22413,-76.8987,4,556.5447,7.554340126,42,2009,1915,"power, water supply",concrete,3,2.7,less than 5,2,YBC001,1,56893,"Safety,Restoration",NA,NA,NA,NA,0,0,0,0,0,56893
490,PA,347f77ff-5dcc-432f-b1d1-40373c6029c7,Haskins Dam,Tohickon Creek,Mid Atlantic Region,Northeast,40.4417,-75.27,4,111.0249,1.901391326,64,2019,NA,unknown,unknown,,1.5,less than 5,1,NA,0,47183,Restoration,Sed removal,NA,"RiverHabFeature,BankProtection",Revegetation,4,1,2,1,4,47183
491,PA,4815b894-004e-4b27-b1d8-379ab71b9206,Smith Dam,Tributary To Cedar Run,Mid Atlantic Region,Northeast,40.22582,-76.9298,1,14.1111,0.170014349,NA,2007,1916,recreation and resource management,concrete,3,0.9,less than 5,2,TCR001,0,11910,Restoration,NA,NA,NA,NA,0,0,0,0,0,11910
492,PA,d1c20878-dc69-4814-a3cf-41d42dfc7899,Amish Dam #5,Muddy Creek,Mid Atlantic Region,Northeast,40.17521,-76.0767,3,79.3386,1.174384596,NA,2001,NA,water supply,unknown,,NA,less than 5,4,MC001,0,11730,NA,NA,NA,NA,NA,0,0,0,0,0,11730
493,PA,f7a8dcf6-152c-4ca0-bb7b-ee9728d7f6f3,Goldsboro Dam,Fishing Creek,Mid Atlantic Region,Northeast,40.15272,-76.7548,3,45.8982,0.549828218,12,2005,NA,water supply,"metal, wood",2,1.2,less than 5,1,NA,0,69637,Restoration,NA,NA,"RiverHabFeature,WaterSupply",NA,2,0,2,0,2,69637
494,PA,0e1a8539-0e7a-4466-84ba-79728931718e,Downing Ridge Dam,East Branch Brandywine Creek,Mid Atlantic Region,Northeast,40.020959,-75.70635,4,165.1023,2.651221434,55,2018,1917,power,concrete,3,1.6,less than 5,1,NA,0,311738,Restoration,NA,NA,NA,NA,0,0,0,0,0,311738
